ID,Keyword,Type,Category,City,Route,CPC (INR),Search Volume,Competition
32960,sightseeing cab chandigarh,Combination,Occasion+City,Chandigarh,,₹128.92,Medium,Medium
32961,chandigarh sightseeing car rental,Combination,Occasion+City,Chandigarh,,₹132.38,Medium,Medium
32962,chandigarh taxi for tour,Combination,Occasion+City,Chandigarh,,₹117.70,Medium,Medium
32963,tour cab chandigarh,Combination,Occasion+City,Chandigarh,,₹138.91,Medium,Medium
32964,chandigarh tour car rental,Combination,Occasion+City,Chandigarh,,₹111.56,Medium,Medium
32965,chandigarh taxi for event,Combination,Occasion+City,Chandigarh,,₹114.51,Medium,Medium
32966,event cab chandigarh,Combination,Occasion+City,Chandigarh,,₹114.91,Medium,Medium
32967,chandigarh event car rental,Combination,Occasion+City,Chandigarh,,₹116.42,Medium,Medium
32968,chandigarh taxi for conference,Combination,Occasion+City,Chandigarh,,₹114.54,Medium,Medium
32969,conference cab chandigarh,Combination,Occasion+City,Chandigarh,,₹131.66,Medium,Medium
32970,chandigarh conference car rental,Combination,Occasion+City,Chandigarh,,₹114.33,Medium,Medium
32971,shimla taxi for wedding,Combination,Occasion+City,Shimla,,₹187.56,Medium,Medium
32972,wedding cab shimla,Combination,Occasion+City,Shimla,,₹167.48,Medium,Medium
32973,shimla wedding car rental,Combination,Occasion+City,Shimla,,₹185.56,Medium,Medium
32974,shimla taxi for corporate,Combination,Occasion+City,Shimla,,₹188.42,Medium,Medium
32975,corporate cab shimla,Combination,Occasion+City,Shimla,,₹183.11,Medium,Medium
32976,shimla corporate car rental,Combination,Occasion+City,Shimla,,₹187.55,Medium,Medium
32977,shimla taxi for business,Combination,Occasion+City,Shimla,,₹191.59,Medium,Medium
32978,business cab shimla,Combination,Occasion+City,Shimla,,₹190.19,Medium,Medium
32979,shimla business car rental,Combination,Occasion+City,Shimla,,₹186.45,Medium,Medium
32980,shimla taxi for family,Combination,Occasion+City,Shimla,,₹118.12,Medium,Medium
32981,family cab shimla,Combination,Occasion+City,Shimla,,₹113.04,Medium,Medium
32982,shimla family car rental,Combination,Occasion+City,Shimla,,₹110.03,Medium,Medium
32983,shimla taxi for honeymoon,Combination,Occasion+City,Shimla,,₹139.16,Medium,Medium
32984,honeymoon cab shimla,Combination,Occasion+City,Shimla,,₹129.59,Medium,Medium
32985,shimla honeymoon car rental,Combination,Occasion+City,Shimla,,₹133.74,Medium,Medium
32986,shimla taxi for pilgrimage,Combination,Occasion+City,Shimla,,₹127.67,Medium,Medium
32987,pilgrimage cab shimla,Combination,Occasion+City,Shimla,,₹117.66,Medium,Medium
32988,shimla pilgrimage car rental,Combination,Occasion+City,Shimla,,₹137.49,Medium,Medium
32989,shimla taxi for sightseeing,Combination,Occasion+City,Shimla,,₹126.62,Medium,Medium
32990,sightseeing cab shimla,Combination,Occasion+City,Shimla,,₹132.05,Medium,Medium
32991,shimla sightseeing car rental,Combination,Occasion+City,Shimla,,₹128.73,Medium,Medium
32992,shimla taxi for tour,Combination,Occasion+City,Shimla,,₹135.03,Medium,Medium
32993,tour cab shimla,Combination,Occasion+City,Shimla,,₹123.56,Medium,Medium
32994,shimla tour car rental,Combination,Occasion+City,Shimla,,₹136.83,Medium,Medium
32995,shimla taxi for event,Combination,Occasion+City,Shimla,,₹114.60,Medium,Medium
32996,event cab shimla,Combination,Occasion+City,Shimla,,₹126.75,Medium,Medium
32997,shimla event car rental,Combination,Occasion+City,Shimla,,₹113.87,Medium,Medium
32998,shimla taxi for conference,Combination,Occasion+City,Shimla,,₹124.12,Medium,Medium
32999,conference cab shimla,Combination,Occasion+City,Shimla,,₹128.51,Medium,Medium
33000,shimla conference car rental,Combination,Occasion+City,Shimla,,₹136.35,Medium,Medium
33001,manali taxi for wedding,Combination,Occasion+City,Manali,,₹186.01,Medium,Medium
33002,wedding cab manali,Combination,Occasion+City,Manali,,₹177.87,Medium,Medium
33003,manali wedding car rental,Combination,Occasion+City,Manali,,₹179.18,Medium,Medium
33004,manali taxi for corporate,Combination,Occasion+City,Manali,,₹179.98,Medium,Medium
33005,corporate cab manali,Combination,Occasion+City,Manali,,₹177.19,Medium,Medium
33006,manali corporate car rental,Combination,Occasion+City,Manali,,₹189.64,Medium,Medium
33007,manali taxi for business,Combination,Occasion+City,Manali,,₹181.95,Medium,Medium
33008,business cab manali,Combination,Occasion+City,Manali,,₹184.66,Medium,Medium
33009,manali business car rental,Combination,Occasion+City,Manali,,₹193.79,Medium,Medium
33010,manali taxi for family,Combination,Occasion+City,Manali,,₹125.84,Medium,Medium
33011,family cab manali,Combination,Occasion+City,Manali,,₹130.08,Medium,Medium
33012,manali family car rental,Combination,Occasion+City,Manali,,₹122.54,Medium,Medium
33013,manali taxi for honeymoon,Combination,Occasion+City,Manali,,₹139.21,Medium,Medium
33014,honeymoon cab manali,Combination,Occasion+City,Manali,,₹112.44,Medium,Medium
33015,manali honeymoon car rental,Combination,Occasion+City,Manali,,₹118.82,Medium,Medium
33016,manali taxi for pilgrimage,Combination,Occasion+City,Manali,,₹129.46,Medium,Medium
33017,pilgrimage cab manali,Combination,Occasion+City,Manali,,₹112.58,Medium,Medium
33018,manali pilgrimage car rental,Combination,Occasion+City,Manali,,₹118.76,Medium,Medium
33019,manali taxi for sightseeing,Combination,Occasion+City,Manali,,₹113.98,Medium,Medium
33020,sightseeing cab manali,Combination,Occasion+City,Manali,,₹110.93,Medium,Medium
33021,manali sightseeing car rental,Combination,Occasion+City,Manali,,₹118.65,Medium,Medium
33022,manali taxi for tour,Combination,Occasion+City,Manali,,₹118.37,Medium,Medium
33023,tour cab manali,Combination,Occasion+City,Manali,,₹127.10,Medium,Medium
33024,manali tour car rental,Combination,Occasion+City,Manali,,₹118.65,Medium,Medium
33025,manali taxi for event,Combination,Occasion+City,Manali,,₹111.77,Medium,Medium
33026,event cab manali,Combination,Occasion+City,Manali,,₹127.38,Medium,Medium
33027,manali event car rental,Combination,Occasion+City,Manali,,₹129.66,Medium,Medium
33028,manali taxi for conference,Combination,Occasion+City,Manali,,₹112.94,Medium,Medium
33029,conference cab manali,Combination,Occasion+City,Manali,,₹131.12,Medium,Medium
33030,manali conference car rental,Combination,Occasion+City,Manali,,₹131.59,Medium,Medium
33031,amritsar taxi for wedding,Combination,Occasion+City,Amritsar,,₹184.97,Medium,Medium
33032,wedding cab amritsar,Combination,Occasion+City,Amritsar,,₹166.13,Medium,Medium
33033,amritsar wedding car rental,Combination,Occasion+City,Amritsar,,₹184.19,Medium,Medium
33034,amritsar taxi for corporate,Combination,Occasion+City,Amritsar,,₹184.25,Medium,Medium
33035,corporate cab amritsar,Combination,Occasion+City,Amritsar,,₹178.78,Medium,Medium
33036,amritsar corporate car rental,Combination,Occasion+City,Amritsar,,₹199.83,Medium,Medium
33037,amritsar taxi for business,Combination,Occasion+City,Amritsar,,₹190.33,Medium,Medium
33038,business cab amritsar,Combination,Occasion+City,Amritsar,,₹188.65,Medium,Medium
33039,amritsar business car rental,Combination,Occasion+City,Amritsar,,₹178.67,Medium,Medium
33040,amritsar taxi for family,Combination,Occasion+City,Amritsar,,₹111.86,Medium,Medium
33041,family cab amritsar,Combination,Occasion+City,Amritsar,,₹134.67,Medium,Medium
33042,amritsar family car rental,Combination,Occasion+City,Amritsar,,₹127.28,Medium,Medium
33043,amritsar taxi for honeymoon,Combination,Occasion+City,Amritsar,,₹126.93,Medium,Medium
33044,honeymoon cab amritsar,Combination,Occasion+City,Amritsar,,₹132.70,Medium,Medium
33045,amritsar honeymoon car rental,Combination,Occasion+City,Amritsar,,₹111.14,Medium,Medium
33046,amritsar taxi for pilgrimage,Combination,Occasion+City,Amritsar,,₹124.62,Medium,Medium
33047,pilgrimage cab amritsar,Combination,Occasion+City,Amritsar,,₹123.33,Medium,Medium
33048,amritsar pilgrimage car rental,Combination,Occasion+City,Amritsar,,₹119.92,Medium,Medium
33049,amritsar taxi for sightseeing,Combination,Occasion+City,Amritsar,,₹110.89,Medium,Medium
33050,sightseeing cab amritsar,Combination,Occasion+City,Amritsar,,₹134.62,Medium,Medium
33051,amritsar sightseeing car rental,Combination,Occasion+City,Amritsar,,₹111.14,Medium,Medium
33052,amritsar taxi for tour,Combination,Occasion+City,Amritsar,,₹123.68,Medium,Medium
33053,tour cab amritsar,Combination,Occasion+City,Amritsar,,₹138.05,Medium,Medium
33054,amritsar tour car rental,Combination,Occasion+City,Amritsar,,₹128.43,Medium,Medium
33055,amritsar taxi for event,Combination,Occasion+City,Amritsar,,₹121.65,Medium,Medium
33056,event cab amritsar,Combination,Occasion+City,Amritsar,,₹133.05,Medium,Medium
33057,amritsar event car rental,Combination,Occasion+City,Amritsar,,₹130.41,Medium,Medium
33058,amritsar taxi for conference,Combination,Occasion+City,Amritsar,,₹111.85,Medium,Medium
33059,conference cab amritsar,Combination,Occasion+City,Amritsar,,₹138.34,Medium,Medium
33060,amritsar conference car rental,Combination,Occasion+City,Amritsar,,₹127.84,Medium,Medium
33061,dehradun taxi for wedding,Combination,Occasion+City,Dehradun,,₹174.70,Medium,Medium
33062,wedding cab dehradun,Combination,Occasion+City,Dehradun,,₹175.45,Medium,Medium
33063,dehradun wedding car rental,Combination,Occasion+City,Dehradun,,₹168.48,Medium,Medium
33064,dehradun taxi for corporate,Combination,Occasion+City,Dehradun,,₹178.60,Medium,Medium
33065,corporate cab dehradun,Combination,Occasion+City,Dehradun,,₹186.50,Medium,Medium
33066,dehradun corporate car rental,Combination,Occasion+City,Dehradun,,₹192.84,Medium,Medium
33067,dehradun taxi for business,Combination,Occasion+City,Dehradun,,₹193.82,Medium,Medium
33068,business cab dehradun,Combination,Occasion+City,Dehradun,,₹188.38,Medium,Medium
33069,dehradun business car rental,Combination,Occasion+City,Dehradun,,₹199.48,Medium,Medium
33070,dehradun taxi for family,Combination,Occasion+City,Dehradun,,₹121.13,Medium,Medium
33071,family cab dehradun,Combination,Occasion+City,Dehradun,,₹134.01,Medium,Medium
33072,dehradun family car rental,Combination,Occasion+City,Dehradun,,₹115.90,Medium,Medium
33073,dehradun taxi for honeymoon,Combination,Occasion+City,Dehradun,,₹124.13,Medium,Medium
33074,honeymoon cab dehradun,Combination,Occasion+City,Dehradun,,₹112.26,Medium,Medium
33075,dehradun honeymoon car rental,Combination,Occasion+City,Dehradun,,₹115.20,Medium,Medium
33076,dehradun taxi for pilgrimage,Combination,Occasion+City,Dehradun,,₹134.02,Medium,Medium
33077,pilgrimage cab dehradun,Combination,Occasion+City,Dehradun,,₹113.19,Medium,Medium
33078,dehradun pilgrimage car rental,Combination,Occasion+City,Dehradun,,₹130.72,Medium,Medium
33079,dehradun taxi for sightseeing,Combination,Occasion+City,Dehradun,,₹139.37,Medium,Medium
33080,sightseeing cab dehradun,Combination,Occasion+City,Dehradun,,₹129.96,Medium,Medium
33081,dehradun sightseeing car rental,Combination,Occasion+City,Dehradun,,₹124.96,Medium,Medium
33082,dehradun taxi for tour,Combination,Occasion+City,Dehradun,,₹114.35,Medium,Medium
33083,tour cab dehradun,Combination,Occasion+City,Dehradun,,₹129.52,Medium,Medium
33084,dehradun tour car rental,Combination,Occasion+City,Dehradun,,₹134.22,Medium,Medium
33085,dehradun taxi for event,Combination,Occasion+City,Dehradun,,₹112.66,Medium,Medium
33086,event cab dehradun,Combination,Occasion+City,Dehradun,,₹133.80,Medium,Medium
33087,dehradun event car rental,Combination,Occasion+City,Dehradun,,₹122.36,Medium,Medium
33088,dehradun taxi for conference,Combination,Occasion+City,Dehradun,,₹112.38,Medium,Medium
33089,conference cab dehradun,Combination,Occasion+City,Dehradun,,₹110.09,Medium,Medium
33090,dehradun conference car rental,Combination,Occasion+City,Dehradun,,₹110.97,Medium,Medium
33091,rishikesh taxi for wedding,Combination,Occasion+City,Rishikesh,,₹160.27,Medium,Medium
33092,wedding cab rishikesh,Combination,Occasion+City,Rishikesh,,₹164.90,Medium,Medium
33093,rishikesh wedding car rental,Combination,Occasion+City,Rishikesh,,₹182.12,Medium,Medium
33094,rishikesh taxi for corporate,Combination,Occasion+City,Rishikesh,,₹182.64,Medium,Medium
33095,corporate cab rishikesh,Combination,Occasion+City,Rishikesh,,₹180.13,Medium,Medium
33096,rishikesh corporate car rental,Combination,Occasion+City,Rishikesh,,₹179.46,Medium,Medium
33097,rishikesh taxi for business,Combination,Occasion+City,Rishikesh,,₹196.79,Medium,Medium
33098,business cab rishikesh,Combination,Occasion+City,Rishikesh,,₹188.53,Medium,Medium
33099,rishikesh business car rental,Combination,Occasion+City,Rishikesh,,₹196.47,Medium,Medium
33100,rishikesh taxi for family,Combination,Occasion+City,Rishikesh,,₹116.49,Medium,Medium
33101,family cab rishikesh,Combination,Occasion+City,Rishikesh,,₹139.52,Medium,Medium
33102,rishikesh family car rental,Combination,Occasion+City,Rishikesh,,₹121.51,Medium,Medium
33103,rishikesh taxi for honeymoon,Combination,Occasion+City,Rishikesh,,₹117.04,Medium,Medium
33104,honeymoon cab rishikesh,Combination,Occasion+City,Rishikesh,,₹129.60,Medium,Medium
33105,rishikesh honeymoon car rental,Combination,Occasion+City,Rishikesh,,₹113.73,Medium,Medium
33106,rishikesh taxi for pilgrimage,Combination,Occasion+City,Rishikesh,,₹135.83,Medium,Medium
33107,pilgrimage cab rishikesh,Combination,Occasion+City,Rishikesh,,₹114.42,Medium,Medium
33108,rishikesh pilgrimage car rental,Combination,Occasion+City,Rishikesh,,₹114.81,Medium,Medium
33109,rishikesh taxi for sightseeing,Combination,Occasion+City,Rishikesh,,₹116.79,Medium,Medium
33110,sightseeing cab rishikesh,Combination,Occasion+City,Rishikesh,,₹123.24,Medium,Medium
33111,rishikesh sightseeing car rental,Combination,Occasion+City,Rishikesh,,₹136.24,Medium,Medium
33112,rishikesh taxi for tour,Combination,Occasion+City,Rishikesh,,₹115.29,Medium,Medium
33113,tour cab rishikesh,Combination,Occasion+City,Rishikesh,,₹137.91,Medium,Medium
33114,rishikesh tour car rental,Combination,Occasion+City,Rishikesh,,₹133.22,Medium,Medium
33115,rishikesh taxi for event,Combination,Occasion+City,Rishikesh,,₹129.34,Medium,Medium
33116,event cab rishikesh,Combination,Occasion+City,Rishikesh,,₹115.44,Medium,Medium
33117,rishikesh event car rental,Combination,Occasion+City,Rishikesh,,₹136.82,Medium,Medium
33118,rishikesh taxi for conference,Combination,Occasion+City,Rishikesh,,₹112.76,Medium,Medium
33119,conference cab rishikesh,Combination,Occasion+City,Rishikesh,,₹114.86,Medium,Medium
33120,rishikesh conference car rental,Combination,Occasion+City,Rishikesh,,₹129.88,Medium,Medium
33121,jodhpur taxi for wedding,Combination,Occasion+City,Jodhpur,,₹173.27,Medium,Medium
33122,wedding cab jodhpur,Combination,Occasion+City,Jodhpur,,₹176.38,Medium,Medium
33123,jodhpur wedding car rental,Combination,Occasion+City,Jodhpur,,₹169.53,Medium,Medium
33124,jodhpur taxi for corporate,Combination,Occasion+City,Jodhpur,,₹184.70,Medium,Medium
33125,corporate cab jodhpur,Combination,Occasion+City,Jodhpur,,₹171.15,Medium,Medium
33126,jodhpur corporate car rental,Combination,Occasion+City,Jodhpur,,₹187.31,Medium,Medium
33127,jodhpur taxi for business,Combination,Occasion+City,Jodhpur,,₹186.31,Medium,Medium
33128,business cab jodhpur,Combination,Occasion+City,Jodhpur,,₹184.67,Medium,Medium
33129,jodhpur business car rental,Combination,Occasion+City,Jodhpur,,₹179.08,Medium,Medium
33130,jodhpur taxi for family,Combination,Occasion+City,Jodhpur,,₹125.82,Medium,Medium
33131,family cab jodhpur,Combination,Occasion+City,Jodhpur,,₹130.91,Medium,Medium
33132,jodhpur family car rental,Combination,Occasion+City,Jodhpur,,₹116.06,Medium,Medium
33133,jodhpur taxi for honeymoon,Combination,Occasion+City,Jodhpur,,₹124.61,Medium,Medium
33134,honeymoon cab jodhpur,Combination,Occasion+City,Jodhpur,,₹136.84,Medium,Medium
33135,jodhpur honeymoon car rental,Combination,Occasion+City,Jodhpur,,₹136.01,Medium,Medium
33136,jodhpur taxi for pilgrimage,Combination,Occasion+City,Jodhpur,,₹114.26,Medium,Medium
33137,pilgrimage cab jodhpur,Combination,Occasion+City,Jodhpur,,₹110.34,Medium,Medium
33138,jodhpur pilgrimage car rental,Combination,Occasion+City,Jodhpur,,₹114.98,Medium,Medium
33139,jodhpur taxi for sightseeing,Combination,Occasion+City,Jodhpur,,₹129.13,Medium,Medium
33140,sightseeing cab jodhpur,Combination,Occasion+City,Jodhpur,,₹125.08,Medium,Medium
33141,jodhpur sightseeing car rental,Combination,Occasion+City,Jodhpur,,₹117.74,Medium,Medium
33142,jodhpur taxi for tour,Combination,Occasion+City,Jodhpur,,₹124.17,Medium,Medium
33143,tour cab jodhpur,Combination,Occasion+City,Jodhpur,,₹116.29,Medium,Medium
33144,jodhpur tour car rental,Combination,Occasion+City,Jodhpur,,₹133.37,Medium,Medium
33145,jodhpur taxi for event,Combination,Occasion+City,Jodhpur,,₹113.66,Medium,Medium
33146,event cab jodhpur,Combination,Occasion+City,Jodhpur,,₹110.53,Medium,Medium
33147,jodhpur event car rental,Combination,Occasion+City,Jodhpur,,₹124.72,Medium,Medium
33148,jodhpur taxi for conference,Combination,Occasion+City,Jodhpur,,₹119.33,Medium,Medium
33149,conference cab jodhpur,Combination,Occasion+City,Jodhpur,,₹114.70,Medium,Medium
33150,jodhpur conference car rental,Combination,Occasion+City,Jodhpur,,₹115.66,Medium,Medium
33151,udaipur taxi for wedding,Combination,Occasion+City,Udaipur,,₹160.22,Medium,Medium
33152,wedding cab udaipur,Combination,Occasion+City,Udaipur,,₹184.03,Medium,Medium
33153,udaipur wedding car rental,Combination,Occasion+City,Udaipur,,₹186.50,Medium,Medium
33154,udaipur taxi for corporate,Combination,Occasion+City,Udaipur,,₹198.78,Medium,Medium
33155,corporate cab udaipur,Combination,Occasion+City,Udaipur,,₹171.77,Medium,Medium
33156,udaipur corporate car rental,Combination,Occasion+City,Udaipur,,₹178.12,Medium,Medium
33157,udaipur taxi for business,Combination,Occasion+City,Udaipur,,₹197.71,Medium,Medium
33158,business cab udaipur,Combination,Occasion+City,Udaipur,,₹197.87,Medium,Medium
33159,udaipur business car rental,Combination,Occasion+City,Udaipur,,₹183.01,Medium,Medium
33160,udaipur taxi for family,Combination,Occasion+City,Udaipur,,₹131.28,Medium,Medium
33161,family cab udaipur,Combination,Occasion+City,Udaipur,,₹126.38,Medium,Medium
33162,udaipur family car rental,Combination,Occasion+City,Udaipur,,₹115.23,Medium,Medium
33163,udaipur taxi for honeymoon,Combination,Occasion+City,Udaipur,,₹110.00,Medium,Medium
33164,honeymoon cab udaipur,Combination,Occasion+City,Udaipur,,₹117.72,Medium,Medium
33165,udaipur honeymoon car rental,Combination,Occasion+City,Udaipur,,₹127.72,Medium,Medium
33166,udaipur taxi for pilgrimage,Combination,Occasion+City,Udaipur,,₹125.74,Medium,Medium
33167,pilgrimage cab udaipur,Combination,Occasion+City,Udaipur,,₹123.01,Medium,Medium
33168,udaipur pilgrimage car rental,Combination,Occasion+City,Udaipur,,₹135.74,Medium,Medium
33169,udaipur taxi for sightseeing,Combination,Occasion+City,Udaipur,,₹113.27,Medium,Medium
33170,sightseeing cab udaipur,Combination,Occasion+City,Udaipur,,₹138.03,Medium,Medium
33171,udaipur sightseeing car rental,Combination,Occasion+City,Udaipur,,₹122.46,Medium,Medium
33172,udaipur taxi for tour,Combination,Occasion+City,Udaipur,,₹111.07,Medium,Medium
33173,tour cab udaipur,Combination,Occasion+City,Udaipur,,₹111.58,Medium,Medium
33174,udaipur tour car rental,Combination,Occasion+City,Udaipur,,₹113.12,Medium,Medium
33175,udaipur taxi for event,Combination,Occasion+City,Udaipur,,₹111.78,Medium,Medium
33176,event cab udaipur,Combination,Occasion+City,Udaipur,,₹132.09,Medium,Medium
33177,udaipur event car rental,Combination,Occasion+City,Udaipur,,₹111.20,Medium,Medium
33178,udaipur taxi for conference,Combination,Occasion+City,Udaipur,,₹136.13,Medium,Medium
33179,conference cab udaipur,Combination,Occasion+City,Udaipur,,₹128.18,Medium,Medium
33180,udaipur conference car rental,Combination,Occasion+City,Udaipur,,₹111.52,Medium,Medium
33181,ayodhya taxi for wedding,Combination,Occasion+City,Ayodhya,,₹187.71,Medium,Medium
33182,wedding cab ayodhya,Combination,Occasion+City,Ayodhya,,₹172.21,Medium,Medium
33183,ayodhya wedding car rental,Combination,Occasion+City,Ayodhya,,₹185.71,Medium,Medium
33184,ayodhya taxi for corporate,Combination,Occasion+City,Ayodhya,,₹186.27,Medium,Medium
33185,corporate cab ayodhya,Combination,Occasion+City,Ayodhya,,₹184.49,Medium,Medium
33186,ayodhya corporate car rental,Combination,Occasion+City,Ayodhya,,₹177.75,Medium,Medium
33187,ayodhya taxi for business,Combination,Occasion+City,Ayodhya,,₹174.47,Medium,Medium
33188,business cab ayodhya,Combination,Occasion+City,Ayodhya,,₹198.32,Medium,Medium
33189,ayodhya business car rental,Combination,Occasion+City,Ayodhya,,₹171.33,Medium,Medium
33190,ayodhya taxi for family,Combination,Occasion+City,Ayodhya,,₹119.23,Medium,Medium
33191,family cab ayodhya,Combination,Occasion+City,Ayodhya,,₹112.17,Medium,Medium
33192,ayodhya family car rental,Combination,Occasion+City,Ayodhya,,₹131.17,Medium,Medium
33193,ayodhya taxi for honeymoon,Combination,Occasion+City,Ayodhya,,₹111.09,Medium,Medium
33194,honeymoon cab ayodhya,Combination,Occasion+City,Ayodhya,,₹137.33,Medium,Medium
33195,ayodhya honeymoon car rental,Combination,Occasion+City,Ayodhya,,₹130.06,Medium,Medium
33196,ayodhya taxi for pilgrimage,Combination,Occasion+City,Ayodhya,,₹122.90,Medium,Medium
33197,pilgrimage cab ayodhya,Combination,Occasion+City,Ayodhya,,₹123.57,Medium,Medium
33198,ayodhya pilgrimage car rental,Combination,Occasion+City,Ayodhya,,₹136.84,Medium,Medium
33199,ayodhya taxi for sightseeing,Combination,Occasion+City,Ayodhya,,₹113.37,Medium,Medium
33200,sightseeing cab ayodhya,Combination,Occasion+City,Ayodhya,,₹125.05,Medium,Medium
33201,ayodhya sightseeing car rental,Combination,Occasion+City,Ayodhya,,₹120.69,Medium,Medium
33202,ayodhya taxi for tour,Combination,Occasion+City,Ayodhya,,₹138.93,Medium,Medium
33203,tour cab ayodhya,Combination,Occasion+City,Ayodhya,,₹123.71,Medium,Medium
33204,ayodhya tour car rental,Combination,Occasion+City,Ayodhya,,₹123.55,Medium,Medium
33205,ayodhya taxi for event,Combination,Occasion+City,Ayodhya,,₹112.47,Medium,Medium
33206,event cab ayodhya,Combination,Occasion+City,Ayodhya,,₹137.76,Medium,Medium
33207,ayodhya event car rental,Combination,Occasion+City,Ayodhya,,₹120.38,Medium,Medium
33208,ayodhya taxi for conference,Combination,Occasion+City,Ayodhya,,₹112.16,Medium,Medium
33209,conference cab ayodhya,Combination,Occasion+City,Ayodhya,,₹139.30,Medium,Medium
33210,ayodhya conference car rental,Combination,Occasion+City,Ayodhya,,₹136.42,Medium,Medium
33211,ahmedabad taxi for wedding,Combination,Occasion+City,Ahmedabad,,₹172.65,Medium,Medium
33212,wedding cab ahmedabad,Combination,Occasion+City,Ahmedabad,,₹185.23,Medium,Medium
33213,ahmedabad wedding car rental,Combination,Occasion+City,Ahmedabad,,₹189.22,Medium,Medium
33214,ahmedabad taxi for corporate,Combination,Occasion+City,Ahmedabad,,₹185.20,Medium,Medium
33215,corporate cab ahmedabad,Combination,Occasion+City,Ahmedabad,,₹182.23,Medium,Medium
33216,ahmedabad corporate car rental,Combination,Occasion+City,Ahmedabad,,₹197.99,Medium,Medium
33217,ahmedabad taxi for business,Combination,Occasion+City,Ahmedabad,,₹186.22,Medium,Medium
33218,business cab ahmedabad,Combination,Occasion+City,Ahmedabad,,₹172.89,Medium,Medium
33219,ahmedabad business car rental,Combination,Occasion+City,Ahmedabad,,₹180.77,Medium,Medium
33220,ahmedabad taxi for family,Combination,Occasion+City,Ahmedabad,,₹137.56,Medium,Medium
33221,family cab ahmedabad,Combination,Occasion+City,Ahmedabad,,₹132.38,Medium,Medium
33222,ahmedabad family car rental,Combination,Occasion+City,Ahmedabad,,₹130.36,Medium,Medium
33223,ahmedabad taxi for honeymoon,Combination,Occasion+City,Ahmedabad,,₹139.88,Medium,Medium
33224,honeymoon cab ahmedabad,Combination,Occasion+City,Ahmedabad,,₹131.77,Medium,Medium
33225,ahmedabad honeymoon car rental,Combination,Occasion+City,Ahmedabad,,₹115.10,Medium,Medium
33226,ahmedabad taxi for pilgrimage,Combination,Occasion+City,Ahmedabad,,₹112.53,Medium,Medium
33227,pilgrimage cab ahmedabad,Combination,Occasion+City,Ahmedabad,,₹122.81,Medium,Medium
33228,ahmedabad pilgrimage car rental,Combination,Occasion+City,Ahmedabad,,₹127.05,Medium,Medium
33229,ahmedabad taxi for sightseeing,Combination,Occasion+City,Ahmedabad,,₹122.76,Medium,Medium
33230,sightseeing cab ahmedabad,Combination,Occasion+City,Ahmedabad,,₹132.76,Medium,Medium
33231,ahmedabad sightseeing car rental,Combination,Occasion+City,Ahmedabad,,₹131.55,Medium,Medium
33232,ahmedabad taxi for tour,Combination,Occasion+City,Ahmedabad,,₹111.00,Medium,Medium
33233,tour cab ahmedabad,Combination,Occasion+City,Ahmedabad,,₹128.02,Medium,Medium
33234,ahmedabad tour car rental,Combination,Occasion+City,Ahmedabad,,₹132.63,Medium,Medium
33235,ahmedabad taxi for event,Combination,Occasion+City,Ahmedabad,,₹133.34,Medium,Medium
33236,event cab ahmedabad,Combination,Occasion+City,Ahmedabad,,₹120.87,Medium,Medium
33237,ahmedabad event car rental,Combination,Occasion+City,Ahmedabad,,₹113.14,Medium,Medium
33238,ahmedabad taxi for conference,Combination,Occasion+City,Ahmedabad,,₹124.29,Medium,Medium
33239,conference cab ahmedabad,Combination,Occasion+City,Ahmedabad,,₹136.29,Medium,Medium
33240,ahmedabad conference car rental,Combination,Occasion+City,Ahmedabad,,₹138.77,Medium,Medium
33241,mumbai taxi for wedding,Combination,Occasion+City,Mumbai,,₹166.49,Medium,Medium
33242,wedding cab mumbai,Combination,Occasion+City,Mumbai,,₹160.40,Medium,Medium
33243,mumbai wedding car rental,Combination,Occasion+City,Mumbai,,₹168.59,Medium,Medium
33244,mumbai taxi for corporate,Combination,Occasion+City,Mumbai,,₹178.79,Medium,Medium
33245,corporate cab mumbai,Combination,Occasion+City,Mumbai,,₹195.00,Medium,Medium
33246,mumbai corporate car rental,Combination,Occasion+City,Mumbai,,₹170.31,Medium,Medium
33247,mumbai taxi for business,Combination,Occasion+City,Mumbai,,₹192.68,Medium,Medium
33248,business cab mumbai,Combination,Occasion+City,Mumbai,,₹179.21,Medium,Medium
33249,mumbai business car rental,Combination,Occasion+City,Mumbai,,₹199.74,Medium,Medium
33250,mumbai taxi for family,Combination,Occasion+City,Mumbai,,₹129.73,Medium,Medium
33251,family cab mumbai,Combination,Occasion+City,Mumbai,,₹132.26,Medium,Medium
33252,mumbai family car rental,Combination,Occasion+City,Mumbai,,₹130.40,Medium,Medium
33253,mumbai taxi for honeymoon,Combination,Occasion+City,Mumbai,,₹138.97,Medium,Medium
33254,honeymoon cab mumbai,Combination,Occasion+City,Mumbai,,₹117.68,Medium,Medium
33255,mumbai honeymoon car rental,Combination,Occasion+City,Mumbai,,₹123.21,Medium,Medium
33256,mumbai taxi for pilgrimage,Combination,Occasion+City,Mumbai,,₹120.24,Medium,Medium
33257,pilgrimage cab mumbai,Combination,Occasion+City,Mumbai,,₹121.00,Medium,Medium
33258,mumbai pilgrimage car rental,Combination,Occasion+City,Mumbai,,₹111.76,Medium,Medium
33259,mumbai taxi for sightseeing,Combination,Occasion+City,Mumbai,,₹124.19,Medium,Medium
33260,sightseeing cab mumbai,Combination,Occasion+City,Mumbai,,₹119.03,Medium,Medium
